Objective,ID,CommunityID,Bidoffer ,Area,Plots,YoungFarmer,OldFarmer,Age,Male ,Female ,PriceHa,PricePlot,Averagesizeplot,SmallPlot,LargePlot,CWRhotspotgenus,Distancefromhotspot,Elevation,TransactionCost,Ecoregion,Ecoregion1,Ecoregion2,Community ,nonGMA,GMA ,SmallFarms,FarmSize,VignaUnguiculata,VignaJuncea,EleusineCoracana,PennisetumPurpureum,SorghumBicolar ,SolanumIncanum,EleusineIndica ,PennisetumPurpureum2,EchinochloaColona,OryzaLongistaminata,Richness,DecisionCells
Diversity,345,C18,18.3,2.0,2,1.0,0.0,48,1,0,9.17,9.17,1.00,0.00,1.00,1.0,202.9,1225,4.6,2.0,0,1,18,0,1,1,1.25,0,0,1,0,0,0,0,0,0,0,1,1
Diversity,347,C18,27.5,2.0,2,0.0,1.0,46,0,1,13.76,13.76,1.00,0.00,1.00,1.0,202.9,1225,6.9,2.0,0,1,18,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,1
Diversity,349,C18,27.5,2.0,2,0.0,1.0,71,1,0,13.76,13.76,1.00,0.00,1.00,1.0,202.9,1225,6.9,2.0,0,1,18,0,1,0,3.75,0,0,1,0,0,0,0,0,0,0,1,1
Diversity,353,C18,18.3,2.0,2,0.0,1.0,45,1,0,9.17,9.17,1.00,0.00,1.00,1.0,202.9,1225,4.6,2.0,0,1,18,0,1,0,4.75,0,0,1,0,0,0,0,0,0,0,1,1
Diversity,354,C19,91.7,1.0,1,1.0,0.0,30,1,0,91.70,91.70,1.00,0.00,1.00,1.0,126.9,1381,22.9,2.0,0,1,19,1,0,0,16,0,0,0,0,0,0,1,1,0,0,2,1
Diversity,358,C19,45.9,2.0,20,0.0,1.0,55,1,0,22.93,2.29,0.10,1.00,0.00,1.0,126.9,1381,11.5,2.0,0,1,19,1,0,0,120,0,0,0,0,0,0,1,1,0,0,2,1
Diversity,361,C19,73.4,0.3,1,0.0,1.0,56,1,0,293.44,73.36,0.25,1.00,0.00,1.0,126.9,1381,18.3,2.0,0,1,19,1,0,0,25,0,0,0,0,0,0,1,1,0,0,2,1
Diversity,362,C19,73.4,0.3,1,1.0,0.0,28,1,0,293.44,73.36,0.25,1.00,0.00,1.0,126.9,1381,18.3,2.0,0,1,19,1,0,0,4,0,0,0,0,0,0,1,1,0,0,2,1
Diversity,368,C19,77.9,0.3,1,0.0,1.0,40,0,1,311.78,77.95,0.25,1.00,0.00,1.0,126.9,1381,19.5,2.0,0,1,19,1,0,0,5,0,0,0,0,0,0,1,1,0,0,2,1
Diversity,392,C22,45.9,0.3,1,0.0,1.0,38,0,1,183.40,45.85,0.25,1.00,0.00,1.0,195.6,1358,11.5,2.0,0,1,22,1,0,0,60,0,0,0,0,0,0,1,1,0,0,3,1
Diversity,396,C22,36.7,0.3,1,0.0,1.0,42,1,0,146.72,36.68,0.25,1.00,0.00,1.0,195.6,1358,9.2,2.0,0,1,22,1,0,0,65,0,0,0,0,0,0,1,1,0,0,3,1
Diversity,397,C22,36.7,0.3,1,0.0,1.0,34,1,0,146.72,36.68,0.25,1.00,0.00,1.0,195.6,1358,9.2,2.0,0,1,22,1,0,0,120,0,0,0,0,0,0,1,1,0,0,3,1
Diversity,398,C22,36.7,0.3,1,0.0,1.0,27,1,0,146.72,36.68,0.25,1.00,0.00,1.0,195.6,1358,9.2,2.0,0,1,22,1,0,0,112,0,0,0,0,0,0,1,1,0,0,3,1
Diversity,400,C22,55.0,0.3,1,1.0,0.0,43,0,1,220.08,55.02,0.25,1.00,0.00,1.0,195.6,1358,13.8,2.0,0,1,22,1,0,0,12,0,0,0,0,0,0,1,1,0,0,3,1
Diversity,402,C23,45.9,0.5,2,0.0,1.0,65,1,0,91.70,22.93,0.25,1.00,0.00,0.0,125.7,1174,11.5,2.0,0,1,23,1,0,0,17,0,0,0,0,0,1,1,0,0,0,2,1
Diversity,404,C23,36.7,0.5,2,1.0,0.0,46,1,0,73.36,18.34,0.25,1.00,0.00,0.0,125.7,1174,9.2,2.0,0,1,23,1,0,1,2,0,0,0,0,0,1,1,0,0,0,2,1
Diversity,405,C23,7.3,0.5,3,0.0,1.0,40,1,0,14.67,2.45,0.17,1.00,0.00,0.0,125.7,1174,1.8,2.0,0,1,23,1,0,0,8,0,0,0,0,0,1,1,0,0,0,2,1
Diversity,409,C23,36.7,0.3,1,1.0,0.0,40,1,0,146.72,36.68,0.25,1.00,0.00,0.0,125.7,1174,9.2,2.0,0,1,23,1,0,0,5,0,0,0,0,0,1,1,0,0,0,2,1
Diversity,411,C23,45.9,0.8,3,1.0,0.0,54,0,1,61.13,15.28,0.25,1.00,0.00,0.0,125.7,1174,11.5,2.0,0,1,23,1,0,0,10,0,0,0,0,0,1,1,0,0,0,2,1
Diversity,412,C24,73.4,0.5,3,0.0,1.0,48,1,0,146.72,24.45,0.17,1.00,0.00,0.0,131.5,1305,18.3,2.0,0,1,24,1,0,1,1.5,0,0,0,1,0,0,0,0,0,0,0,1
Diversity,413,C24,36.7,0.3,2,0.0,1.0,49,0,1,146.72,18.34,0.13,1.00,0.00,0.0,131.5,1305,9.2,2.0,0,1,24,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
Diversity,416,C24,68.8,0.3,3,1.0,0.0,37,0,1,275.10,22.93,0.08,1.00,0.00,0.0,131.5,1305,17.2,2.0,0,1,24,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
Diversity,417,C24,64.2,0.5,2,0.0,1.0,36,0,1,128.38,32.10,0.25,1.00,0.00,0.0,131.5,1305,16.0,2.0,0,1,24,1,0,1,1.25,0,0,0,1,0,0,0,0,0,0,0,1
Diversity,418,C24,64.2,0.3,2,1.0,0.0,43,1,0,256.76,32.10,0.13,1.00,0.00,0.0,131.5,1305,16.0,2.0,0,1,24,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
Equitability,3,C1,18.3,0.7,1,0.0,1.0,64,0,1,24.78,18.34,0.00,1.00,0.00,2.0,93.4,1237,4.6,1.0,1,0,1,1,0,1,1.47,0,1,1,0,0,0,0,0,0,0,2,1
Equitability,4,C1,91.7,0.5,1,0.0,1.0,50,0,1,187.14,91.70,0.49,1.00,0.00,2.0,93.4,1237,22.9,1.0,1,0,1,1,0,1,0.98,0,1,1,0,0,0,0,0,0,0,2,1
Equitability,5,C1,91.7,0.3,0.5,1.0,0.0,27,0,1,366.80,183.40,0.00,1.00,0.00,2.0,93.4,1237,22.9,1.0,1,0,1,1,0,1,0.49,0,1,1,0,0,0,0,0,0,0,2,1
Equitability,7,C1,91.7,0.5,1,1.0,0.0,25,0,1,187.14,91.70,0.49,1.00,0.00,2.0,93.4,1237,22.9,1.0,1,0,1,1,0,1,1.47,0,1,1,0,0,0,0,0,0,0,2,1
Equitability,14,C1,91.7,0.5,1,1.0,0.0,30,0,1,187.14,91.70,0.49,1.00,0.00,2.0,93.4,1237,22.9,1.0,1,0,1,1,0,0,2.94,0,1,1,0,0,0,0,0,0,0,2,1
Equitability,37,C3,137.6,0.5,1,0.0,1.0,44,1,0,275.10,137.55,0.50,1.00,0.00,2.0,58.9,970,34.4,1.0,1,0,3,1,0,0,2.25,1,1,1,0,0,0,0,0,0,0,3,1
Equitability,41,C3,45.9,0.3,1,0.0,1.0,45,1,0,183.40,45.85,0.25,1.00,0.00,2.0,58.9,970,11.5,1.0,1,0,3,1,0,0,2.5,1,1,1,0,0,0,0,0,0,0,3,1
Equitability,48,C3,45.9,0.3,1,0.0,1.0,57,1,0,183.40,45.85,0.25,1.00,0.00,2.0,58.9,970,11.5,1.0,1,0,3,1,0,1,1.5,1,1,1,0,0,0,0,0,0,0,3,1
Equitability,54,C4,82.5,0.3,2,0.0,1.0,45,0,1,330.12,41.27,0.13,1.00,0.00,2.0,59.0,990,20.6,1.0,1,0,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1
Equitability,58,C4,110.0,0.4,2,1.0,0.0,22,1,0,293.44,55.02,0.19,1.00,0.00,2.0,59.0,990,27.5,1.0,1,0,4,1,0,1,1.25,1,0,0,0,0,0,0,0,0,0,1,1
Equitability,65,C4,55.0,0.3,1,1.0,0.0,30,0,1,220.08,55.02,0.25,1.00,0.00,2.0,59.0,990,13.8,1.0,1,0,4,1,0,1,1.75,1,0,0,0,0,0,0,0,0,0,1,1
Equitability,66,C4,45.9,0.1,1,1.0,0.0,24,0,1,366.80,45.85,0.13,1.00,0.00,2.0,59.0,990,11.5,1.0,1,0,4,1,0,0,2.25,1,0,0,0,0,0,0,0,0,0,1,1
Equitability,68,C4,45.9,0.1,1,0.0,1.0,39,0,1,366.80,45.85,0.13,1.00,0.00,2.0,59.0,990,11.5,1.0,1,0,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1
Equitability,92,C6,64.2,2.0,2,1.0,0.0,25,0,1,32.75,32.10,0.98,0.00,1.00,1.0,44.5,847,16.0,1.0,1,0,6,1,0,0,9.8,1,0,0,0,1,1,1,0,0,0,4,1
Equitability,98,C6,91.7,2.5,5,1.0,0.0,29,0,1,37.43,18.34,0.49,1.00,0.00,1.0,44.5,847,22.9,1.0,1,0,6,1,0,0,4.9,1,0,0,0,1,1,1,0,0,0,4,1
Equitability,101,C6,45.9,0.5,2,1.0,0.0,23,1,0,93.57,22.93,0.25,1.00,0.00,1.0,44.5,847,11.5,1.0,1,0,6,1,0,1,1.96,1,0,0,0,1,1,1,0,0,0,4,1
Equitability,104,C6,45.9,1.5,3,1.0,0.0,32,1,0,31.19,15.28,0.49,1.00,0.00,1.0,44.5,847,11.5,1.0,1,0,6,1,0,0,4.9,1,0,0,0,1,1,1,0,0,0,4,1
Equitability,109,C6,45.9,0.5,2,1.0,0.0,26,0,1,93.57,22.93,0.25,1.00,0.00,1.0,44.5,847,11.5,1.0,1,0,6,1,0,0,2.45,1,0,0,0,1,1,1,0,0,0,4,1
Equitability,129,C8,27.5,0.5,1,0.0,1.0,49,0,1,55.02,27.51,0.50,1.00,0.00,1.0,159.0,1082,6.9,1.0,1,0,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,131,C8,18.3,0.5,1,0.0,1.0,35,1,0,36.68,18.34,0.50,1.00,0.00,1.0,159.0,1082,4.6,1.0,1,0,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,132,C8,27.5,1.0,2,0.0,1.0,36,0,1,27.51,13.76,0.50,1.00,0.00,1.0,159.0,1082,6.9,1.0,1,0,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,137,C8,27.5,1.0,1,1.0,0.0,28,1,0,27.51,27.51,1.00,0.00,1.00,1.0,159.0,1082,6.9,1.0,1,0,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,138,C8,32.1,1.0,2,0.0,1.0,42,0,1,32.10,16.05,0.50,1.00,0.00,1.0,159.0,1082,8.0,1.0,1,0,8,0,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,139,C8,27.5,1.0,1,1.0,0.0,27,0,1,27.51,27.51,1.00,0.00,1.00,1.0,159.0,1082,6.9,1.0,1,0,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,141,C8,55.0,1.0,1,1.0,0.0,31,0,1,55.02,55.02,1.00,0.00,1.00,1.0,159.0,1082,13.8,1.0,1,0,8,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,145,C8,27.5,1.0,1,0.0,1.0,37,0,1,27.51,27.51,1.00,0.00,1.00,1.0,159.0,1082,6.9,1.0,1,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,146,C8,27.5,1.0,1,1.0,0.0,33,1,0,27.51,27.51,1.00,0.00,1.00,1.0,159.0,1082,6.9,1.0,1,0,8,0,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,147,C8,27.5,1.0,1,0.0,1.0,67,0,1,27.51,27.51,1.00,0.00,1.00,1.0,159.0,1082,6.9,1.0,1,0,8,0,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,148,C8,33.0,1.0,1,1.0,0.0,24,1,0,33.01,33.01,1.00,0.00,1.00,1.0,159.0,1082,8.3,1.0,1,0,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,149,C8,27.5,1.0,2,0.0,1.0,43,0,1,27.51,13.76,0.50,1.00,0.00,1.0,159.0,1082,6.9,1.0,1,0,8,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,153,C9,64.2,0.5,,1.0,0.0,33,1,0,131.00,,,,,2.0,92.8,1104,16.0,1.0,1,0,9,0,1,0,3.43,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,155,C9,183.4,0.5,,1.0,0.0,33,0,1,374.29,,,,,2.0,92.8,1104,45.9,1.0,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,159,C9,183.4,0.5,,1.0,0.0,30,0,1,374.29,,,,,2.0,92.8,1104,45.9,1.0,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,162,C9,73.4,0.5,,0.0,1.0,58,0,1,149.71,,,,,2.0,92.8,1104,18.3,1.0,1,0,9,0,1,1,1.47,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,165,C9,45.9,0.5,,1.0,0.0,30,0,1,93.57,,,,,2.0,92.8,1104,11.5,1.0,1,0,9,0,1,1,1.47,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,166,C9,55.0,0.5,,0.0,1.0,55,0,1,112.29,,,,,2.0,92.8,1104,13.8,1.0,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,168,C9,82.5,0.5,,1.0,0.0,21,1,0,168.43,,,,,2.0,92.8,1104,20.6,1.0,1,0,9,0,1,1,1.47,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,169,C9,64.2,0.5,,1.0,0.0,23,0,1,131.00,,,,,2.0,92.8,1104,16.0,1.0,1,0,9,0,1,1,1.47,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,170,C9,27.5,0.5,,1.0,0.0,31,1,0,56.14,,,,,2.0,92.8,1104,6.9,1.0,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,172,C9,82.5,0.5,,0.0,1.0,57,0,1,168.43,,,,,2.0,92.8,1104,20.6,1.0,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,174,C9,91.7,0.5,,0.0,1.0,52,0,1,187.14,,,,,2.0,92.8,1104,22.9,1.0,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,177,C9,55.0,0.5,,1.0,0.0,25,1,0,112.29,,,,,2.0,92.8,1104,13.8,1.0,1,0,9,0,1,0,2.45,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,180,C9,73.4,0.5,,1.0,0.0,30,0,1,149.71,,,,,2.0,92.8,1104,18.3,1.0,1,0,9,0,1,1,1.47,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,192,C11,91.7,1.0,1,0.0,1.0,54,1,0,93.57,91.70,0.98,0.00,1.00,0.0,124.2,999,22.9,1.0,1,0,11,0,1,0,4.9,0,0,0,0,0,1,0,0,0,0,1,1
Equitability,194,C11,412.7,0.5,1,1.0,0.0,32,1,0,842.14,412.65,0.49,1.00,0.00,0.0,124.2,999,103.2,1.0,1,0,11,0,1,0,2.45,0,0,0,0,0,1,0,0,0,0,1,1
Equitability,196,C11,366.8,0.5,1,0.0,1.0,43,1,0,748.57,366.80,0.49,1.00,0.00,0.0,124.2,999,91.7,1.0,1,0,11,0,1,0,3.92,0,0,0,0,0,1,0,0,0,0,1,1
Equitability,197,C11,458.5,0.5,1,1.0,0.0,,0,1,935.71,458.50,0.49,1.00,0.00,0.0,124.2,999,114.6,1.0,1,0,11,0,1,0,2.45,0,0,0,0,0,1,0,0,0,0,1,1
Equitability,200,C11,458.5,0.5,1,1.0,0.0,30,0,1,935.71,458.50,0.49,1.00,0.00,0.0,124.2,999,114.6,1.0,1,0,11,0,1,0,4.9,0,0,0,0,0,1,0,0,0,0,1,1
Equitability,267,C14,22.9,3.0,3,0.0,1.0,29,1,0,7.64,7.64,1.00,0.00,1.00,0.0,176.3,1401,5.7,2.0,0,1,14,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,268,C14,18.3,4.0,3,0.0,1.0,26,1,0,4.59,6.11,1.33,0.00,1.00,0.0,176.3,1401,4.6,2.0,0,1,14,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,271,C14,45.9,2.0,2,0.0,1.0,36,0,1,22.93,22.93,1.00,0.00,1.00,0.0,176.3,1401,11.5,2.0,0,1,14,0,1,1,1.5,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,272,C14,45.9,2.0,2,1.0,0.0,44,0,1,22.93,22.93,1.00,0.00,1.00,0.0,176.3,1401,11.5,2.0,0,1,14,0,1,1,1.5,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,273,C14,11.0,1.0,1,0.0,1.0,80,0,1,11.00,11.00,1.00,0.00,1.00,0.0,176.3,1401,2.8,2.0,0,1,14,0,1,1,1.75,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,274,C14,27.5,4.0,4,0.0,1.0,45,0,1,6.88,6.88,1.00,0.00,1.00,0.0,176.3,1401,6.9,2.0,0,1,14,0,1,0,2.25,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,279,C15,91.7,0.8,3,1.0,0.0,40,1,0,122.27,30.57,0.25,1.00,0.00,1.0,163.6,1382,22.9,2.0,0,1,15,0,1,1,0.75,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,282,C15,45.9,0.5,2,1.0,0.0,48,0,1,91.70,22.93,0.25,1.00,0.00,1.0,163.6,1382,11.5,2.0,0,1,15,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,288,C15,77.9,1.0,2,1.0,0.0,53,1,0,77.95,38.97,0.50,1.00,0.00,1.0,163.6,1382,19.5,2.0,0,1,15,0,1,1,0.75,0,0,0,0,0,0,0,0,0,0,0,1
Equitability,295,C16,137.6,2.0,4,0.0,1.0,45,1,0,68.78,34.39,0.50,1.00,0.00,1.0,207.5,1262,34.4,2.0,0,1,16,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1
Equitability,296,C16,91.7,2.0,3,0.0,1.0,48,1,0,45.85,30.57,0.67,1.00,0.00,1.0,207.5,1262,22.9,2.0,0,1,16,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1
Equitability,299,C16,137.6,3.0,1,0.0,1.0,30,0,1,45.85,137.55,3.00,0.00,1.00,1.0,207.5,1262,34.4,2.0,0,1,16,0,1,1,1.5,0,0,1,0,0,0,0,0,0,0,1,1
Equitability,301,C16,229.3,4.0,1,1.0,0.0,58,1,0,57.31,229.25,0.00,0.00,1.00,1.0,207.5,1262,57.3,2.0,0,1,16,0,1,1,0.5,0,0,1,0,0,0,0,0,0,0,1,1
Equitability,302,C16,183.4,8.0,1,1.0,0.0,54,0,1,22.93,183.40,8.00,0.00,1.00,1.0,207.5,1262,45.9,2.0,0,1,16,0,1,1,0.5,0,0,1,0,0,0,0,0,0,0,1,1
Equitability,310,C17,91.7,2.0,3,0.0,1.0,40,0,1,45.85,30.57,0.67,1.00,0.00,1.0,207.5,1250,22.9,2.0,0,1,17,0,1,1,1.5,0,0,1,0,1,1,1,1,1,1,7,1
Equitability,311,C17,91.7,2.0,4,1.0,0.0,51,1,0,45.85,22.93,0.50,1.00,0.00,1.0,207.5,1250,22.9,2.0,0,1,17,0,1,1,2,0,0,1,0,1,1,1,1,1,1,7,1
Equitability,313,C17,47.7,2.0,5,0.0,1.0,35,0,1,23.84,9.54,0.40,1.00,0.00,1.0,207.5,1250,11.9,2.0,0,1,17,0,1,1,2,0,0,1,0,1,1,1,1,1,1,7,1
Equitability,325,C17,110.0,0.5,1,1.0,0.0,40,1,0,220.08,110.04,0.50,1.00,0.00,1.0,207.5,1250,27.5,2.0,0,1,17,0,1,1,1.5,0,0,1,0,1,1,1,1,1,1,7,1
Equitability,328,C17,45.9,0.8,3,1.0,0.0,45,1,0,61.13,15.28,0.25,1.00,0.00,1.0,207.5,1250,11.5,2.0,0,1,17,0,1,1,1.5,0,0,1,0,1,1,1,1,1,1,7,1
Equitability,329,C17,45.9,0.8,3,1.0,0.0,35,1,0,61.13,15.28,0.25,1.00,0.00,1.0,207.5,1250,11.5,2.0,0,1,17,0,1,1,1.5,0,0,1,0,1,1,1,1,1,1,7,1
Equitability,330,C17,36.7,0.5,2,0.0,1.0,71,0,1,73.36,18.34,0.25,1.00,0.00,1.0,207.5,1250,9.2,2.0,0,1,17,0,1,1,2,0,0,1,0,1,1,1,1,1,1,7,1
Equitability,332,C17,45.9,0.8,3,1.0,0.0,41,1,0,61.13,15.28,0.25,1.00,0.00,1.0,207.5,1250,11.5,2.0,0,1,17,0,1,1,2,0,0,1,0,1,1,1,1,1,1,7,1
Equitability,338,C18,91.7,1.0,4,1.0,0.0,36,1,0,91.70,22.93,0.25,1.00,0.00,1.0,202.9,1225,22.9,2.0,0,1,18,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,1
Equitability,343,C18,275.1,2.0,2,1.0,0.0,42,0,1,137.55,137.55,1.00,0.00,1.00,1.0,202.9,1225,68.8,2.0,0,1,18,0,1,1,0.75,0,0,1,0,0,0,0,0,0,0,1,1
Equitability,345,C18,18.3,2.0,2,1.0,0.0,48,1,0,9.17,9.17,1.00,0.00,1.00,1.0,202.9,1225,4.6,2.0,0,1,18,0,1,1,1.25,0,0,1,0,0,0,0,0,0,0,1,1
Equitability,346,C18,27.5,2.4,2,1.0,0.0,47,1,0,11.46,13.76,1.20,0.00,1.00,1.0,202.9,1225,6.9,2.0,0,1,18,0,1,0,2.5,0,0,1,0,0,0,0,0,0,0,1,1
Equitability,347,C18,27.5,2.0,2,0.0,1.0,46,0,1,13.76,13.76,1.00,0.00,1.00,1.0,202.9,1225,6.9,2.0,0,1,18,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,1
Equitability,354,C19,91.7,1.0,1,1.0,0.0,30,1,0,91.70,91.70,1.00,0.00,1.00,1.0,126.9,1381,22.9,2.0,0,1,19,1,0,0,16,0,0,0,0,0,0,1,1,0,0,2,1
Equitability,360,C19,100.9,0.3,1,1.0,0.0,56,0,1,403.48,100.87,0.25,1.00,0.00,1.0,126.9,1381,25.2,2.0,0,1,19,1,0,0,10,0,0,0,0,0,0,1,1,0,0,2,1
Equitability,362,C19,73.4,0.3,1,1.0,0.0,28,1,0,293.44,73.36,0.25,1.00,0.00,1.0,126.9,1381,18.3,2.0,0,1,19,1,0,0,4,0,0,0,0,0,0,1,1,0,0,2,1
Equitability,368,C19,77.9,0.3,1,0.0,1.0,40,0,1,311.78,77.95,0.25,1.00,0.00,1.0,126.9,1381,19.5,2.0,0,1,19,1,0,0,5,0,0,0,0,0,0,1,1,0,0,2,1
Equitability,369,C19,91.7,0.3,1,1.0,0.0,32,0,1,366.80,91.70,0.25,1.00,0.00,1.0,126.9,1381,22.9,2.0,0,1,19,1,0,0,5,0,0,0,0,0,0,1,1,0,0,2,1
